long rest	removal
long river's pull	counterspell
long road home	removal
long-finned skywhale	evasive
long-forgotten gohei	anthem
long-lost lances	anthem,equipment
longbow archer	
longtusk cub	
longtusk stalker	
lonis, cryptozoologist	sweeper
look skyward and despair	tokens
lookout's dispersal	counterspell
looming hoverguard	evasive
loot dispute	tokens
loot, exuberant explorer	ramp
loot, the nexus	mana_dork,ramp
loot, the pathfinder	mana_dork,ramp,haste
looter il-kor	evasive
lorcan, warlock collector	evasive
lord dregg, insect invader	tokens,evasive
lord jyscal guado	evasive
lord of atlanta	
lord of atlantis	
lord of change	evasive
lord of lineage	anthem,tokens,evasive
lord of the accursed	anthem
lord of the forsaken	evasive
lord of the nazgûl	tokens,evasive
lord of the pit	evasive
lord of the ulvenwald	anthem
lord of the undead	anthem
lord of the unreal	anthem
lord of the void	evasive
lord skitter, sewer king	tokens
lord windgrace	tokens
lore broker	
lore seeker	
lorehold apprentice	
lorehold charm	reanimation
lorehold command	removal,burn,draw,cantrip,tokens
lorehold excavation	tokens
lorehold, the historian	evasive,haste
lose focus	counterspell
lose hope	combat_pump
lossarnach captain	tokens
lost in a labyrinth	combat_pump
lost in memories	anthem
lost in the mist	removal,counterspell
lost in the spirit world	removal,tokens
lost jitte	equipment
lost legacy	removal,draw,cantrip
lost leonin	
lothlórien blade	equipment
lothlórien lookout	
lotho, corrupt shirriff	
lotleth troll	evasive
lotus bloom	mana_dork,ramp
lotus blossom	mana_dork,ramp
lotus cobra	
lotus guardian	mana_dork,ramp,evasive
lotus path djinn	evasive
lotus petal	mana_dork,ramp
lotus ring	anthem,equipment
lotusguard disciple	evasive
louisoix's sacrifice	counterspell
love song of night and day	tokens
lovisa coldeyes	anthem
loxodon peacekeeper	
loxodon warhammer	anthem,equipment
loyal apprentice	tokens,haste
loyal cathar	
loyal drake	evasive
loyal fire sage	tokens
loyal gryff	evasive
loyal guardian	evasive
loyal gyrfalcon	evasive
loyal pegasus	evasive
loyal retainers	reanimation
loyal sentry	
loyal subordinate	evasive
loyal warhound	
lozhan, dragons' legacy	evasive
lu bu, master-at-arms	evasive,haste
lu meng, wu general	evasive
lu xun, scholar general	evasive
lucent liminid	evasive
lucid dreams	draw,cantrip
lucius the eternal	haste
luck bobblehead	mana_dork,ramp
lucky offering	removal
lucky the pizza dog	
ludevic's abomination	evasive
ludevic's test subject	
ludevic, necrogenius	
lukamina, bear form	anthem,evasive
lukamina, hawk form	evasive
lukamina, wolf form	tokens,evasive
luke cage, hero for hire	evasive
lukka, bound to ruin	tokens
lukka, wayward bonder	reanimation
lullmage mentor	tokens
lullmage's familiar	mana_dork,ramp
lulu, curious hollyphant	evasive
lulu, forgetful hollyphant	evasive
lulu, helpful hollyphant	evasive
lulu, inspiring hollyphant	tokens,evasive
lulu, loyal hollyphant	evasive
lulu, vengeful hollyphant	evasive
lulu, wild hollyphant	evasive
lumaret's favor	combat_pump
lumbering lightshield	
lumbering megasloth	evasive
lumen-class frigate	anthem
lumengrid drake	evasive
lumengrid gargoyle	evasive
lumengrid sentinel	evasive
lumengrid warden	
luminarch ascension	tokens
luminarch aspirant	
luminous angel	tokens,evasive
luminous broodmoth	evasive
luminous phantom	evasive
luminous rebuke	removal
lumithread field	anthem
lunar convocation	tokens
lunar hatchling	evasive
lunar insight	draw,cantrip
lunar rejection	removal,draw,cantrip
lunarch inquisitors	
lunarch mantle	anthem
lunarch veteran	
lunge	removal
lupine harbingers	evasive,haste
lupine prototype	
lurking green dragon	evasive
lurking informant	
lurking lizards	evasive
lurking nightstalker	
luxior and shadowspear	anthem,equipment
luxior, giada's gift	equipment
luxior, ignited	equipment
luxurious libation	combat_pump,tokens
lychguard	sweeper
lyev skyknight	evasive
lyna, veil of vengeance	evasive
lynx	
lyra dawnbringer	anthem,evasive
lyra, archangel of dawn	evasive
lyra, tolarian archangel	tokens,evasive
lys alana dignitary	mana_dork,ramp
lys alana huntmaster	tokens
lys alana informant	
lórien revealed	draw,cantrip
m.o.d.o.k.	evasive
m.o.d.o.k., evil intellect	evasive
ma chao, western warrior	evasive
maalfeld twins	tokens
mabel's mettle	combat_pump
mabel, bitter recluse	
mabel, heir to cragflame	anthem
macabre mockery	reanimation
maccready, lamplight mayor	
mace of disruption	anthem,equipment
mace of the valiant	equipment
macetail hystrodon	haste
mach-1, swooping scoundrel	evasive
machinate	draw,cantrip
machine god's effigy	mana_dork,ramp
machine over matter	removal
machinesmith automaton	evasive
machinist's arsenal	tokens,equipment
machinist's dismissal	counterspell
mad auntie	anthem
mad dog	
mad prophet	haste
mad ratter	tokens
mad science fair project	mana_dork,ramp
madame hydra	tokens
madame hydra, reanimated	evasive
madame masque	tokens
madcap skills	anthem
maddening imp	evasive
maelstrom archangel	evasive
maelstrom artisan	haste
maelstrom djinn	evasive
maelstrom muse	evasive
maelstrom pulse	removal,sweeper
maestros charm	removal,draw,cantrip
maestros confluence	combat_pump
maestros diabolist	haste
magda, brazen outlaw	anthem
magda, the hoardmaster	tokens
mage duel	combat_pump
mage hunters' onslaught	removal
mage siege	tokens
mage slayer	equipment
mage tower referee	
mage's attendant	tokens
mage-ring bully	
magebane armor	anthem,equipment
magebane lizard	
magefire wings	anthem
mages' contest	counterspell
mageta the lion	sweeper
mageta's boon	anthem
maggot carrier	
maggot therapy	anthem
magic designer	
magic missile	removal,burn
magical hacker	
magicconsecrated sphinx	evasive
magister of worth	evasive
magister sphinx	evasive
magitek armor	tokens
magitek infantry	
magitek scythe	anthem,equipment
magma burst	removal,burn
magma hellion	evasive,haste
magma jet	removal,burn
magma opus	removal,burn,draw,cantrip,tokens
magma phoenix	evasive
magma pummeler	
magma rift	removal
magma spray	removal
magma vein	sweeper
magmablood archaic	evasive
magmaquake	sweeper
magmatic channeler	
magmatic hellkite	evasive
magmatic insight	draw,cantrip
magmatic scorchwing	evasive
magmatic sinkhole	removal
magmatic sprinter	haste
magnificent end	removal
magnify	mass_pump
magnifying glass	mana_dork,ramp
magnivore	haste
magnus the red	tokens,evasive
magus lucea kane	mana_dork,ramp
magus of the balance	
magus of the bazaar	
magus of the bridge	tokens
magus of the candelabra	
magus of the chains	
magus of the coffers	mana_dork,ramp
magus of the disk	sweeper
magus of the jar	sweeper
magus of the library	mana_dork,ramp
magus of the scroll	
magus of the unseen	
magus of the vineyard	
maha, its feathers night	evasive
mahamoti djinn	evasive
mai, jaded edge	
mai, scornful striker	
main event horizon	sweeper
maja, bretagard protector	anthem,tokens
majestic genesis	draw,cantrip
majestic heliopterus	evasive
majestic metamorphosis	draw,cantrip
major teroh	sweeper,evasive
make disappear	counterspell
make mischief	removal,burn,tokens
make your mark	combat_pump
make your move	removal
make your own luck	removal,sweeper,draw,cantrip
makeshift mannequin	reanimation
makindi aeronaut	evasive
makindi griffin	evasive
makindi sliderunner	evasive
makindi stampede	mass_pump
malach of the dawn	evasive
malady invoker	
malakir blood-priest	
malakir bloodwitch	evasive
malakir cullblade	
malakir familiar	evasive
malamet brawler	
malamet scythe	anthem,equipment
malamet veteran	evasive
malanthrope	evasive
malcator's watcher	evasive
malcator, purity overseer	tokens
malcolm, alluring scoundrel	evasive
malcolm, keen-eyed navigator	evasive
malcolm, the eyes	evasive,haste
malefic scythe	equipment
malevolent chandelier	evasive
malevolent hermit	
malevolent noble	
malevolent rumble	draw,cantrip,tokens
malevolent witchkite	evasive
malfegor	evasive
malice	removal
malicious affliction	removal
malicious eclipse	mass_pump
malicious invader	evasive
malicious malfunction	mass_pump
malleable impostor	evasive
mammoth bellow	tokens
mammoth growth	combat_pump
mammoth umbra	anthem
mana crypt	mana_dork,ramp
mana cylix	mana_dork,ramp
mana drain	counterspell
mana geode	mana_dork,ramp
mana geyser	ramp,ritual
mana leak	counterspell
mana prism	mana_dork,ramp
mana sculpt	counterspell
mana seism	ramp,ritual
mana severance	removal
mana skimmer	evasive
mana tithe	counterspell
mana vault	mana_dork,ramp
mana-charged dragon	evasive
manacles of decay	mass_pump
manaforce mace	equipment
manaforge cinder	
manaform hellkite	tokens,evasive
managorger hydra	evasive
managorger phoenix	evasive
manakin	mana_dork,ramp
manakin and millikin	mana_dork,ramp
manalith	mana_dork,ramp
manamorphose	draw,cantrip,ramp,ritual
manaweft sliver	
mandate of abaddon	sweeper
mandible justiciar	
mandibular kite	anthem,tokens,equipment
mandroid squadron	
maned serval	
mangled soulrager	evasive
manhole missile	removal,draw,cantrip
maniacal rage	anthem
manic scribe	
manifestation sage	tokens
manifold mouse	
manipulate fate	removal,draw,cantrip
manor skeleton	haste
manriki-gusari	anthem,equipment
manta riders	
manticore	evasive
mantis rider	evasive,haste
mantle of the wolf	anthem,tokens
mantle of tides	anthem,equipment
mantle of webs	anthem
many partings	ramp,land_fetch
map the frontier	ramp,land_fetch
map the wastes	ramp,land_fetch
maraleaf pixie	mana_dork,ramp,evasive
maraleaf rider	
maralen, fae ascendant	evasive
marang river regent	evasive
marang river regent [099b8d2c-b482-48dd-b6bc-dedf546d66c5]	evasive
marang river skeleton	
marauder's axe	anthem,equipment
marauding mako	
marauding raptor	
marauding sphinx	evasive
maraxus	anthem
marble diamond	mana_dork,ramp
marble gargoyle	evasive
march from the tomb	reanimation
march of otherworldly light	removal
march of souls	sweeper,tokens
march of the canonized	tokens
march of the multitudes	tokens
march of the world ooze	tokens
march of wretched sorrow	removal
marchesa's smuggler	
marchesa's surprise party	draw
marchesa, resolute monarch	evasive
marching duodrone	
marcus, mutant mayor	evasive
mardu ascendancy	mass_pump,tokens
mardu banner	mana_dork,ramp
mardu charm	removal,tokens
mardu devotee	
mardu hateblade	
mardu hordechief	tokens
mardu monument	tokens
mardu runemark	anthem
mardu scout	
mardu shadowspear	
mardu siegebreaker	haste
mardu skullhunter	
mardu strike leader	tokens
mardu thunderkite	tokens,evasive
mardu woe-reaper	
margle, cousin of yargle	anthem
marionette apprentice	
marit lage's slumber	tokens
maritime guard	
mark of the vampire	anthem
mark ritual	ramp,ritual
marked by honor	anthem
market gnome	
marketback walker	
marketwatch phantom	
markov baron	anthem
markov crusader	haste
markov dreadknight	evasive
markov retribution	removal,mass_pump
markov waltzer	evasive,haste
markov warlord	haste
markov's servant	
marneus calgar	tokens
marrow bats	evasive
marrow shards	sweeper
marrow-gnawer	tokens
marsh boa	
marsh casualties	combat_pump,mass_pump
marsh flitter	tokens,evasive
marsh gas	mass_pump
marsh goblins	
marsh threader	
marshal of zhalfir	anthem
marshal's anthem	anthem,reanimation
marshland bloodcaster	evasive
marshland hordemaster	
martial coup	sweeper,tokens
martial glory	combat_pump
martial impetus	anthem
martyr for the cause	
martyr of ashes	sweeper
martyr of bones	
martyr of dusk	tokens
martyr of frost	
martyr of sands	
martyr of spores	
martyr's cry	sweeper,draw,cantrip
martyred rusalka	
marut	evasive
marvel boy, noh-varr	
marvelous melee	removal
marvin, murderous mimic	
marwyn, the clearcutter	
marwyn, the nurturer	mana_dork,ramp
marwyn, the preserver	
mary jane watson	
mary read and anne bonny	haste
mascot exhibition	tokens
mask of avacyn	anthem,equipment
mask of griselbrand	equipment
mask of immolation	tokens,equipment
mask of memory	equipment
mask of riddles	equipment
mask of the jadecrafter	tokens
mask of the schemer	equipment
masked bandits	evasive
masked blackguard	
masked meower	haste
masked vandal	
maskwood nexus	tokens
mass appeal	draw,cantrip
mass calcify	sweeper
mass of mysteries	evasive
mass polymorph	sweeper
mass production	tokens
massacre	mass_pump
massacre girl	evasive
massacre girl, known killer	evasive
massive raid	removal,burn
master decoy	
master of barbs	evasive
master of dark rites	mana_dork,ramp
master of etherium	anthem
master of pearls	
master of predicaments	evasive
master of the feast	evasive
master of the hunt	tokens
master of the pearl trident	anthem
master of the wild hunt	tokens
master of waves	anthem,tokens
master of winds	evasive
master pakku	
master splicer	anthem,tokens
master the way	removal,burn,draw,cantrip
master trinketeer	anthem,tokens
master's call	tokens
master's councillors	
master's guide-mural	tokens
master's manufactory	tokens
master's rebuke	removal
mastercraft raptor	
masterful ninja	haste
masterful replication	tokens
masterwork of ingenuity	equipment
match the odds	tokens
mathas, fiend seeker	evasive
mathemagics	draw,cantrip
matsu-tribe sniper	
matt murdock, justice seeker	
mauhúr, uruk-hai captain	evasive
maul of the skyclaves	anthem,equipment
maul splicer	tokens
maulfist revolutionary	evasive
maulfist squad	evasive
mausoleum guard	tokens
mausoleum harpy	evasive
mausoleum wanderer	evasive
maverick thopterist	tokens
mavinda, students' advocate	evasive
mavren fein, dusk apostle	tokens
maw of the mire	removal
maw of the obzedat	mass_pump
mawcor	evasive
mawloc	
maximus, knight apparent	evasive
may of the machine	removal
mayhem patrol	evasive
mayor of avabruck	anthem
maze behemoth	evasive
maze glider	evasive
maze rusher	haste
maze's mantle	anthem
mazirek, kraul death priest	evasive
meanders guide	reanimation
mechan assembler	tokens
mechan navigator	
mechan shieldmate	
mechanical glider	equipment
mechanized ninja cavalry	tokens
mechtitan core	tokens
meddling mage	
meddling youths	haste
medic's kitesail	anthem,equipment
medicine runner	
meditate	draw,cantrip
medomai the ageless	evasive
meet and greet "sisay"	
meeting of minds	draw,cantrip
meeting of the five	ramp,ritual
mega flare	sweeper,tokens
megaflora jungle	anthem,tokens
megantic sliver	anthem
megatherium	evasive
megaton's fate	removal,sweeper
meglonoth	evasive
mek'leth berserker	evasive
melancholic poet	
melded moxite	tokens
melesse spirit	evasive
meletis astronomer	
melira, sylvok outcast	
melira, the living cure	
meloku the clouded mirror	tokens,evasive
melt terrain	removal
melt through	removal,burn
meltdown	sweeper
meltstrider's gear	anthem,equipment
meltstrider's resolve	anthem
memnarch, the warden	tokens
memnarchitect	
memnite	
memorial team leader	anthem
memorial to glory	tokens
memoricide	removal
memories returning	sweeper,draw,cantrip
memory bank	draw,cantrip
memory deluge	draw,cantrip
memory drain	counterspell
memory guardian	evasive
memory jar	sweeper
memory lapse	counterspell
memory leak	removal
memory of toshiro	mana_dork,ramp
memory test	tokens
memory theft	removal
memory vampire	evasive
memory worm	
menacing ogre	evasive,haste
menagerie curator	mana_dork,ramp
menagerie liberator	evasive
mendicant core, guidelight	
meneldor, swift savior	evasive
meng huo, barbarian king	anthem
mental journey	draw,cantrip
mental misstep	counterspell
mental modulation	draw,cantrip
mental note	draw,cantrip
mentor of evos isle	evasive
mentor's guidance	draw,cantrip
mephidross slime	evasive
mephidross vampire	evasive
mephitic vapors	mass_pump
mercadia's downfall	mass_pump
merchant of many hats	
merchant of truth	evasive
merchant of venom	evasive
merchant ship	
merchant's dockhand	
merciless enforcers	
merciless eviction	sweeper
merciless predator	
merciless repurposing	removal
merciless resolve	draw,cantrip
mercurial geists	evasive
mercurial kite	evasive
mercurial spelldancer	
mercy killing	tokens
merfolk assassin	
merfolk branchwalker	
merfolk falconer	evasive
merfolk looter	
merfolk mesmerist	
merfolk mistbinder	anthem
merfolk observer	
merfolk of the pearl trident	
merfolk pupil	
merfolk raiders	
merfolk secretkeeper	
merfolk skydiver	evasive
merfolk skyscout	evasive
merfolk sovereign	anthem
merfolk spy	
merfolk traders	
merfolk trickster	
merfolk tunnel-guide	
merfolk wayfinder	evasive
merfolk windrobber	evasive
meriadoc brandybuck	
merrow bonegnawer	
merrow reejerey	anthem
merrow skyswimmer	tokens,evasive
merrow witsniper	
merry, esquire of rohan	haste
merry, warden of isengard	tokens
mesa cavalier	evasive
mesa chicken	
mesa falcon	evasive
mesa lynx	
mesa pegasus	evasive
mesa unicorn	
mesmeric fiend	
mesmeric glare	counterspell
mesmerizing benthid	tokens
messenger drake	evasive
messenger falcons	evasive
messenger hawk	evasive
messenger jays	evasive
metagamer	
metallic mimic	
metallic rebuke	counterspell
metallic sliver	
metallurgeon	
metallurgic summonings	sweeper,tokens
metalworker	mana_dork,ramp
metamorphic blast	draw,cantrip
metamorphosis	ramp,ritual
metamorphosis fanatic	reanimation
metastatic evangel	
metathran aerostat	evasive
metathran soldier	
metathran transport	evasive
metathran zombie	
meteor blast	removal,burn
meteor shower	removal,burn
meteor swarm	removal
meteor sword	anthem,equipment
meteoric mace	anthem,equipment
meteorite	mana_dork,ramp
methods of the mighty	removal
metrognome	tokens
metropolis angel	evasive
metropolis reformer	evasive
metropolis sprite	evasive
miara, thorn of the glade	
miasma demon	evasive
miasmic mummy	
michelangelo's technique	draw,cantrip
michelangelo, on the scene	evasive
michelangelo, the heart	evasive
michelangelo, weirdness to 11	
midnight angel armor	anthem,tokens,equipment
midnight assassin	evasive
midnight charm	removal
midnight clock	mana_dork,ramp
midnight duelist	
midnight entourage	anthem
midnight haunting	tokens
midnight mayhem	tokens
midnight ritual	removal,tokens
midsummer revel	tokens
might of alara	combat_pump
might of murasa	combat_pump
might of oaks	combat_pump
might of old krosa	combat_pump
might of the masses	combat_pump
might of the meek	draw,cantrip,combat_pump
might of the nephilim	combat_pump
might of the old ways	draw,cantrip,combat_pump
might sliver	anthem
might weaver	
mightstone	combat_pump,anthem
mighty mutanimals	tokens
migration path	ramp,land_fetch
migratory route	tokens
miirym, sentinel wyrm	evasive
mikaeus, the lunarch	
mikaeus, the unhallowed	anthem,evasive
mikey & leo, chaos & order	
mild-mannered librarian	
miles "tails" prower	evasive
miles morales	
militant angel	tokens,evasive
military discipline	anthem
militia's pride	tokens
millennial gargoyle	evasive
millicent, restless revenant	tokens,evasive
millikin	mana_dork,ramp
mimic	mana_dork,ramp
miming slime	tokens
mina and denn, wildborn	ramp
minamo scrollkeeper	
minamo sightbender	
minamo's meddling	counterspell
mind carver	anthem,equipment
mind funeral	sweeper
mind grind	sweeper
mind into matter	draw,cantrip
mind meanderer	evasive
mind spike	draw,cantrip
mind spiral	draw,cantrip
mind spring	draw,cantrip
mind stone	mana_dork,ramp
mind swords	removal
mind transfer protocol	draw,cantrip
mindbender spores	evasive
mindblade render	
mindblaze	removal
mindbreak trap	removal
mindculling	draw,cantrip
mindeye drake	evasive
mindful biomancer	
mindlash sliver	
mindleech ghoul	
mindleech mass	evasive
mindleecher	evasive
mindreaver	
minds aglow	draw,cantrip
mindscour dragon	evasive
mindshrieker	evasive
mindspring merfolk	
mindstatic	counterspell
mindswipe	removal,counterspell
mindwrack demon	evasive
mindwrack harpy	evasive
mindwrack liege	anthem
mine collapse	removal
mine raider	evasive
mine security	evasive
mine worker	
miner's guidewing	evasive
minion missile	removal
minion of the mighty	evasive
minion of the wastes	evasive
minions' murmurs	draw,cantrip
minister of inquiries	
ministrant of obligation	tokens
minn, wily illusionist	tokens
minor misstep	counterspell
minotaur aggressor	haste
minotaur de force	haste
minotaur explorer	
minotaur skullcleaver	haste
minotaur tactician	haste
minotaur, roxxon ceo	tokens
minsc & boo, timeless heroes	tokens
minsc, beloved ranger	tokens
mintstrosity	
miracle worker	
miraculous recovery	reanimation
mirari's wake	anthem
mire boa	
mire shade	
mire triton	
miriam, herd whisperer	
mirko vosk, mind drinker	evasive
mirko, obsessive theorist	evasive,reanimation
mirkwood bats	evasive
mirkwood elk	evasive
mirkwood spider	
mirozel	evasive
mirran banesplitter	anthem,equipment
mirran bardiche	anthem,tokens,equipment
mirran mettle	combat_pump
mirran spy	evasive
mirrex	tokens
mirri the cursed	evasive,haste
mirrodin avenged	removal,draw,cantrip
mirrodin besieged	tokens
mirror box	anthem
mirror of fate	sweeper
mirror shield	anthem,equipment
mirror-mad phantasm	evasive
mirror-shield hoplite	
mirror-sigil sergeant	evasive
mirrored lotus	mana_dork,ramp
mirrormind crown	equipment
mirrorwing dragon	evasive
miscalculation	counterspell
miscast	counterspell
mischief and mayhem	combat_pump
mischievous catgeist	
mischievous chimera	evasive
mischievous lookout	
mischievous mystic	tokens,evasive
mischievous poltergeist	evasive
mischievous sneakling	
mise	draw,cantrip
misery charm	removal
misery's shadow	
misfortune	removal
misfortune teller	tokens
misfortune's gain	removal
mishra's command	removal,draw,cantrip
mishra's juggernaut	evasive
mishra's onslaught	mass_pump,tokens
mishra, excavation prodigy	haste
mishra, lost to phyrexia	
misleading signpost	mana_dork,ramp
miss demeanor	evasive
miss highwater	evasive
misshapen fiend	evasive
mist dancer	anthem,evasive
mist intruder	evasive
mist raven	evasive
mist-cloaked herald	
mistakes were made	removal,tokens
mistbind clique	evasive
mistbreath elder	
mistcaller	
mistcutter hydra	haste
mister gutsy	
mister immortal	
mistfire weaver	evasive
mistfolk	
mistform dreamer	evasive
mistform seaswift	evasive
mistform shrieker	evasive
mistform skyreaver	evasive
mistform sliver	
mistform stalker	
mistform wakecaster	evasive
misthios's fury	removal
misthollow griffin	evasive
misthoof kirin	evasive
mistmeadow skulk	
mistmeadow witch	
mistmoon griffin	evasive,reanimation
mistral charger	evasive
mistral singer	evasive
mists of lórien	removal
mistvault bridge	mana_dork,ramp
mistvein borderpost	mana_dork,ramp
mistwalker	evasive
mistway spy	evasive
misty knight, hero for hire	
mite overseer	anthem,tokens
mithril coat	equipment
mitotic manipulation	draw,cantrip
mitotic slime	tokens
mitotic ultimus	evasive
mizzium mortars	removal
mizzix's mastery	removal
mizzix, replica rider	evasive
mjölnir's might	removal,burn
mjölnir, hammer of thor	sweeper,equipment
mjölnir, storm hammer	equipment
mm'menon, the right hand	evasive
mm'menon, uthros exile	evasive
mnemonic betrayal	removal,sweeper
mnemonic deluge	removal
mnemonic nexus	sweeper
moan of the unhallowed	tokens
moaning spirit	evasive
moat piranhas	
mob	removal
mob justice	removal
mob lookout	
mob verdict	removal
mobilization	tokens
mocking sprite	evasive
mockingbird	evasive
model of unity	mana_dork,ramp
modify memory	draw,cantrip
mog, moogle warrior	tokens
mogg alarm	tokens
mogg conscripts	
mogg fanatic	
mogg flunkies	
mogg infestation	sweeper,tokens
mogg jailer	
mogg maniac	
mogg raider	
mogg salvage	removal
mogg sentry	
mogg squad	
mogg toady	
mogg war marshal	tokens
mogis's favor	anthem
mogis's warhound	anthem
moira and teshar	evasive
moira, urborg haunt	evasive,reanimation
mojave desert	tokens
moku, meandering drummer	
mold adder	
mold folk	
molder	removal
molder beast	evasive
moldering karok	evasive
moldervine cloak	anthem
moldgraf monstrosity	evasive,reanimation
moldgraf scavenger	
mole man, moloid master	tokens
molimo, maro-sorcerer	evasive
molt tender	mana_dork,ramp
molten birth	tokens
molten blast	removal
molten collapse	removal
molten disaster	sweeper
molten exhale	removal
molten firebird	evasive
molten frame	removal
molten hydra	
molten influence	counterspell
molten lavamancer	tokens
molten monstrosity	evasive
molten note	removal
molten primordial	haste
molten psyche	sweeper,draw,cantrip
molten rain	removal
molten rebuke	removal
molten-core maestro	evasive
moltensteel dragon	evasive
molting harpy	evasive
molting snakeskin	anthem
moment of craving	combat_pump
moment of defiance	draw,cantrip
moment of reckoning	removal
moment of triumph	combat_pump
moment of truth	draw,cantrip
moment of valor	removal
momentary blink	removal
momentous fall	draw,cantrip
momo, friendly flier	evasive
momo, playful pet	evasive
momo, rambunctious rascal	evasive
mona lisa, science geek	mana_dork,ramp
monastery flock	evasive
monastery mentor	tokens
monastery messenger	evasive
monastery swiftspear	haste
monet, sensei of the sewers	tokens
mongoose lizard	evasive
mongrel pack	tokens
monica rambeau	evasive
monk of the open hand	
monk realist	
monk's fist	anthem,tokens,equipment
monkey cage	tokens
monkey-	
monoist circuit-feeder	evasive
monoist sentry	
monoskelion	
mons's goblin raiders	
mons's goblin waiters	
monster mash-up	reanimation
monster mashup	evasive
monstrify	combat_pump
monstrous emergence	removal
monstrous growth	combat_pump
monstrous onslaught	removal
monstrous rage	combat_pump
monstrous step	combat_pump
monumental corruption	draw,cantrip
moogles' valor	tokens
moon heron	evasive
moon sprite	evasive
moon-boy, dino rider	
moon-circuit hacker	
moon-eating dog	evasive
moon-vigil adherents	evasive
moonblade shinobi	tokens
moonbow illusionist	evasive
moonfolk puzzlemaker	evasive
moonlight bargain	removal,sweeper,draw,cantrip
moonlight geist	evasive
moonlit ambusher	
moonrage brute	
moonrager's slash	removal,burn
moonrise cleric	evasive
moonrise intruder	evasive
moonscarred werewolf	mana_dork,ramp
moonshadow	evasive
moonshae pixie	evasive
moonshaker cavalry	evasive
moonsilver spear	tokens,equipment
moonsnare prototype	mana_dork,ramp
moonstone eulogist	evasive
moonstone harbinger	evasive
moonstone, harsh mistress	evasive
moonveil dragon	mass_pump,evasive
moonveil regent	evasive
moonwing moth	evasive
moopsy	
moorish cavalry	evasive
moorland drifter	evasive
moorland haunt	tokens
moorland inquisitor	
moorland rescuer	reanimation
morale	mass_pump
morbid bloom	removal,tokens
morbid curiosity	draw,cantrip
morbid hunger	removal,burn
morbius the living vampire	evasive
morcant's eyes	tokens
morcant's loyalist	anthem
mordant dragon	evasive
mordenkainen	tokens
mordor muster	draw,cantrip
mordor on the march	removal
mordor trebuchet	tokens
more of that strange oil...	counterspell,draw,cantrip
moria marauder	
moria scavenger	haste
morinfen	evasive
morkrut behemoth	evasive
morkrut necropod	evasive
morlun, devourer of spiders	
morning apparition	evasive
morningtide	sweeper
morningtide's light	removal
moroii	evasive
morophon, the boundless	anthem
morsel theft	draw,cantrip
mortal obstinacy	anthem
mortality spear	removal
mortarion, daemon primarch	tokens,evasive
mortarpod	anthem,tokens,equipment
mortician beetle	
mortify	removal
moseo, vein's new dean	tokens,evasive,reanimation
mosquito guard	
moss diamond	mana_dork,ramp
moss kami	evasive
moss viper	
moss-pit skeleton	
mossbeard ancient	evasive
mossborn hydra	evasive
mossdog	
mossfire egg	mana_dork,ramp
mosswood dreadknight	evasive
most decrepit old bird	evasive
most wanted	anthem
mothdust changeling	
mother bear	tokens
mother of runes	
mothers yamazaki	haste
mothlight processionist	
mothrider cavalry	anthem,evasive
mothrider patrol	evasive
mothrider samurai	evasive
motivated muralist	
motivated pony	evasive,haste
mount doom	sweeper
mountain bandit	haste
mountain goat	
mounted dreadknight	evasive
mourner's surprise	tokens
mourning thrull	evasive
mournwillow	haste
mouser attack!	tokens
mouser foundry	tokens
mouser mark iii	
mouth	tokens
mouth of the storm	evasive
mowu, loyal companion	evasive
mox amber	mana_dork,ramp
mox diamond	mana_dork,ramp
mox emerald	mana_dork,ramp
mox jasper	mana_dork,ramp
mox jet	mana_dork,ramp
mox opal	mana_dork,ramp
mox pearl	mana_dork,ramp
mox poison	mana_dork,ramp
mox ruby	mana_dork,ramp
mox sapphire	mana_dork,ramp
mox tantalite	mana_dork,ramp
mr. house, president and ceo	tokens
mr. wiggles, helpful butterfly	evasive
mtenda griffin	evasive
mtenda herder	
mtenda lion	
mu yanling, celestial wind	mass_pump
mu yanling, sky dancer	tokens
muck rats	
mudbrawler cohort	haste
mudbutton clanger	
mudbutton cursetosser	
muddle the mixture	counterspell
mudhole	sweeper
mugging	removal
mulch	sweeper
mulldrifter	evasive
multani's acolyte	
multani's decree	sweeper
multani, yavimaya's avatar	evasive
multi-headed	
multiclass baldric	equipment
multiple choice	removal,tokens
multiversal high council	anthem
mummy paramount	
munda, ambush leader	haste
munitions enthusiast	evasive
munitions expert	
muraganda petroglyphs	anthem
murasa behemoth	evasive
murasa rootgrazer	
murder	removal
murder investigation	tokens
murder of crows	evasive
murderer's axe	anthem,equipment
murderous compulsion	removal
murderous cut	removal
murderous spoils	removal
murdock's crusade	removal
murkfiend liege	anthem
murktide regent	evasive
murmuration	anthem,tokens
murmuring mystic	tokens
murmuring phantasm	
murmuring volume	mana_dork,ramp
muscle burst	combat_pump
muscle sliver	anthem
muse drake	evasive
muse seeker	
muse's encouragement	tokens
museum nightwatch	tokens
mushroom watchdogs	
must be knights	haste
muster the departed	tokens
mutable pupa	
mutagen connoisseur	evasive
mutagen man, living ooze	evasive
mutagenic growth	combat_pump
mutalith vortex beast	evasive
mutant chain reaction	removal
mutant town musicians	evasive
mutilate	mass_pump
mutinous massacre	sweeper
mutiny	removal
mutual destruction	removal
mwonvuli acid-moss	removal,ramp,land_fetch
mwonvuli ooze	
my deck is about a seven	removal
my followers ascend	tokens
my forces are innumerable	tokens
my precious	equipment
